loss,accuracy,val_loss,val_accuracy
0.48789915442466736,0.7763158082962036,0.47001931071281433,0.8312757015228271
0.42279648780822754,0.8602339029312134,0.41436097025871277,0.8614540696144104
0.3703908920288086,0.8910331130027771,0.3696229159832001,0.8923182487487793
0.32790371775627136,0.9097465872764587,0.33355534076690674,0.9026063084602356
0.2932370603084564,0.9240740537643433,0.30438095331192017,0.908093273639679
0.264848530292511,0.9320662617683411,0.28070980310440063,0.9204389452934265
0.241327702999115,0.93830406665802,0.26120007038116455,0.9252400398254395
0.22164711356163025,0.9424951076507568,0.24514609575271606,0.9252400398254395
0.2051214873790741,0.9459064602851868,0.23174400627613068,0.9279835224151611
0.19109393656253815,0.9479532241821289,0.2206106036901474,0.9320987462997437
0.17916525900363922,0.9509746432304382,0.21130360662937164,0.9314128756523132
0.16891653835773468,0.9536062479019165,0.20349089801311493,0.9300411343574524
0.16010993719100952,0.9553606510162354,0.1969257891178131,0.9307270050048828
0.1525571048259735,0.9567251205444336,0.19139762222766876,0.9327846169471741
0.14592894911766052,0.9575048685073853,0.18679989874362946,0.9368998408317566
0.14015936851501465,0.9586744904518127,0.18296049535274506,0.9382715821266174
0.13508205115795135,0.9592592716217041,0.17970220744609833,0.937585711479187
0.13066613674163818,0.960038959980011,0.17704243957996368,0.9382715821266174
0.12677091360092163,0.9604288339614868,0.17466390132904053,0.9389574527740479
0.12338882684707642,0.9602339267730713,0.17276351153850555,0.937585711479187
0.1203845739364624,0.9608187079429626,0.17142018675804138,0.9355280995368958
0.11775669455528259,0.961403489112854,0.17007216811180115,0.9355280995368958
0.11544911563396454,0.9620857834815979,0.16905680298805237,0.9355280995368958
0.11343374103307724,0.9626705646514893,0.16808047890663147,0.9355280995368958
0.11162815243005753,0.9624756574630737,0.1676231175661087,0.9362139701843262
0.11001420021057129,0.962768018245697,0.16714970767498016,0.9368998408317566
0.10858530551195145,0.9626705646514893,0.16672681272029877,0.937585711479187
0.10731706768274307,0.9626705646514893,0.1665549874305725,0.937585711479187
0.10621291399002075,0.9628654718399048,0.16644887626171112,0.9362139701843262
0.10519787669181824,0.9631578922271729,0.1662036031484604,0.9362139701843262
0.1042838916182518,0.9632553458213806,0.16626600921154022,0.9368998408317566
0.10345817357301712,0.9635477662086487,0.1661459356546402,0.9355280995368958
0.10296866297721863,0.9634503126144409,0.1661621332168579,0.9355280995368958
0.10282422602176666,0.9634503126144409,0.1661701649427414,0.9355280995368958
0.10272910445928574,0.9634503126144409,0.16617538034915924,0.9355280995368958
