loss,accuracy,val_loss,val_accuracy
0.4606984853744507,0.7835172414779663,0.4197221100330353,0.7997256517410278
0.39596840739250183,0.8179865479469299,0.37883177399635315,0.8305898308753967
0.36395761370658875,0.8378087878227234,0.3613612651824951,0.8360767960548401
0.34270086884498596,0.8481593728065491,0.33920374512672424,0.8532236218452454
0.3259068727493286,0.8566546440124512,0.33099988102912903,0.8545953631401062
0.312498539686203,0.8665169477462769,0.3134826719760895,0.8628258109092712
0.3003225326538086,0.8679816126823425,0.30652037262916565,0.8662551641464233
0.29456186294555664,0.8762816190719604,0.2977635860443115,0.8669410347938538
0.282819926738739,0.8812615871429443,0.29705557227134705,0.8765432238578796
0.27535000443458557,0.883507490158081,0.2874557673931122,0.8731138706207275
0.2688685357570648,0.8869251012802124,0.28657570481300354,0.8834019303321838
0.26200640201568604,0.89112389087677,0.270419180393219,0.8888888955116272
0.25897905230522156,0.8924909830093384,0.26824307441711426,0.8847736716270447
0.251910537481308,0.8954203724861145,0.2626113295555115,0.890260636806488
0.24771013855934143,0.896689772605896,0.25928929448127747,0.8964334726333618
0.24406443536281586,0.8979591727256775,0.2543960213661194,0.8984910845756531
0.24021898210048676,0.9005956649780273,0.25016671419143677,0.8978052139282227
0.2362728714942932,0.9026462435722351,0.24725441634655,0.9039780497550964
0.23133298754692078,0.9055756330490112,0.2542703151702881,0.8916323781013489
0.2284127026796341,0.9063568115234375,0.24343045055866241,0.9067215323448181
0.22788363695144653,0.9049897193908691,0.24050162732601166,0.9012345671653748
0.22326360642910004,0.9080168008804321,0.24520303308963776,0.895061731338501
0.21973951160907745,0.9117273688316345,0.23337262868881226,0.9067215323448181
0.21765664219856262,0.9125085473060608,0.23366035521030426,0.9074074029922485
0.21417519450187683,0.9140709042549133,0.23396004736423492,0.9108367562294006
0.2105415016412735,0.9156332612037659,0.2299433946609497,0.9128943681716919
0.2102615237236023,0.9159261584281921,0.22955766320228577,0.911522626876831
0.20964211225509644,0.915730893611908,0.2284768670797348,0.9087791442871094
0.2089962661266327,0.9194414615631104,0.22866667807102203,0.9074074029922485
0.20881685614585876,0.9165120720863342,0.228737011551857,0.9135802388191223
0.20770147442817688,0.9174885153770447,0.22865445911884308,0.9149519801139832
