loss,accuracy,val_loss,val_accuracy
0.4471086859703064,0.7651427984237671,0.398477166891098,0.7955157160758972
0.38556811213493347,0.8171340823173523,0.3696522116661072,0.8206278085708618
0.35843023657798767,0.8368549346923828,0.3443865180015564,0.8430493474006653
0.338288813829422,0.8536304235458374,0.3320322334766388,0.8520179390907288
0.32441452145576477,0.8582404851913452,0.31839531660079956,0.8618834018707275
0.3107154071331024,0.8684850931167603,0.30646902322769165,0.8672645688056946
0.3004893660545349,0.8747599124908447,0.30174490809440613,0.8699551820755005
0.2914472222328186,0.8773210644721985,0.2898302376270294,0.8735426068305969
0.28290438652038574,0.8820591568946838,0.28255757689476013,0.8798206448554993
0.27504682540893555,0.885004460811615,0.27976223826408386,0.8798206448554993
0.26904401183128357,0.8912792801856995,0.2740718424320221,0.8869954943656921
0.26407623291015625,0.8923037648200989,0.2667875289916992,0.8825111985206604
0.2583443522453308,0.8976821899414062,0.2615683078765869,0.8932735323905945
0.2558659613132477,0.8970418572425842,0.2563769221305847,0.8959641456604004
0.24892808496952057,0.8993468880653381,0.25653618574142456,0.8905829787254333
0.24521504342556,0.9044691920280457,0.24980482459068298,0.9031389951705933
0.24149209260940552,0.9033166766166687,0.24854663014411926,0.902242124080658
0.2376590371131897,0.9074144959449768,0.2467569261789322,0.8959641456604004
0.23445969820022583,0.9088231325149536,0.24035385251045227,0.9040358662605286
0.23085187375545502,0.9113842844963074,0.24034199118614197,0.8986546993255615
0.22797881066799164,0.9121526479721069,0.23446844518184662,0.9094170331954956
0.22610469162464142,0.9129210114479065,0.23457898199558258,0.9049327373504639
0.2235860824584961,0.9136893153190613,0.22856612503528595,0.9094170331954956
0.21967679262161255,0.9184274673461914,0.23155462741851807,0.9067264795303345
0.21722519397735596,0.9189397096633911,0.2343265861272812,0.907623291015625
0.21379828453063965,0.9203482866287231,0.2251674085855484,0.915695071220398
0.21275591850280762,0.9207324981689453,0.22462990880012512,0.913004457950592
0.21215635538101196,0.9209886193275452,0.22461465001106262,0.9121076464653015
0.21172866225242615,0.9215008616447449,0.2238045483827591,0.9139013290405273
0.2111930549144745,0.9217569231987,0.22482258081436157,0.9112107753753662
0.21062825620174408,0.9220130443572998,0.2229469269514084,0.9174888134002686
0.21003779768943787,0.9226533770561218,0.2231598049402237,0.9165919423103333
0.20979619026184082,0.9230375289916992,0.2220837026834488,0.9147982001304626
0.20943289995193481,0.9222691655158997,0.22198233008384705,0.9192824959754944
0.20865760743618011,0.9259828329086304,0.2214568853378296,0.9147982001304626
0.2082108110189438,0.9241900444030762,0.22080233693122864,0.9174888134002686
0.20784315466880798,0.9240619540214539,0.22069089114665985,0.9139013290405273
0.20731467008590698,0.9232936501502991,0.22018694877624512,0.9174888134002686
0.2070053368806839,0.9226533770561218,0.21961748600006104,0.9165919423103333
0.20643852651119232,0.9234216809272766,0.21910788118839264,0.9165919423103333
0.2056819200515747,0.9239339232444763,0.21954675018787384,0.9174888134002686
0.20554539561271667,0.9227814078330994,0.21864104270935059,0.9174888134002686
0.2054884284734726,0.9239339232444763,0.21820035576820374,0.9174888134002686
0.2047109603881836,0.9239339232444763,0.2183009833097458,0.915695071220398
0.20431657135486603,0.9263669848442078,0.21788929402828217,0.9165919423103333
0.20383456349372864,0.9250864386558533,0.21917904913425446,0.9139013290405273
0.20382945239543915,0.9250864386558533,0.21655480563640594,0.9174888134002686
0.20300336182117462,0.9262389540672302,0.21668440103530884,0.9165919423103333
0.20287851989269257,0.9258548021316528,0.2160707414150238,0.9165919423103333
0.2022097110748291,0.9257267117500305,0.21668307483196259,0.9192824959754944
