loss,accuracy,val_loss,val_accuracy
0.4055,0.8163,0.3173,0.8529
0.3114,0.8672,0.2846,0.87
0.2732,0.888,0.2882,0.8565
0.2511,0.8974,0.2545,0.8789
0.2312,0.9085,0.2622,0.8717
0.2175,0.9141,0.2426,0.8861
0.2045,0.9236,0.2516,0.8843
0.1959,0.9239,0.2222,0.9004
0.1873,0.9322,0.2162,0.9049
0.1798,0.9347,0.2234,0.8951
0.1742,0.9371,0.2133,0.9094
0.1702,0.9375,0.2102,0.904
0.1634,0.9414,0.2067,0.9103
0.1574,0.9451,0.214,0.9112
0.1545,0.946,0.2143,0.9103
0.1462,0.9516,0.2159,0.9085
